anchor,positive,negative
00917,02895,02017
02783,02143,01457
02930,04847,03309
04591,00074,03305
04497,01388,02283
03803,03748,00153
04265,03803,04799
02614,01039,04450
03648,04516,02392
01160,04691,01520
00444,03976,01958
00283,02643,04073
04261,03807,01048
04313,01675,02810
03375,04285,00361
02783,01904,01661
02124,03949,04265
02254,02785,01335
01636,01876,02531
01946,01061,04360
02996,00441,00300
01264,04125,02668
00230,01538,04129
04961,01630,03965
04345,04342,00663
04801,04831,02915
01739,04424,03981
02984,00992,04594
03713,01685,02672
04483,00005,01326
04864,03348,03861
02868,03886,02701
03699,02371,01503
03880,02087,03480
03004,01149,01508
00010,04412,02297
01854,01337,01870
00640,01017,00337
02705,03814,02243
02363,01299,03884
02866,03725,03469
04501,00581,03597
02165,01544,04699
02028,02787,02907
04733,01667,01162
00005,04039,00499
04564,01872,03140
02161,01651,00146
01516,01975,02844
02029,02366,02045
00259,03647,02141
03177,03877,03099
01855,04818,01811
04438,01889,01404
01530,04669,04015
04362,00713,01591
00580,04682,04806
04497,00144,04569
03488,01071,03034
04619,01957,02762
03670,04983,04820
01546,04863,00805
00881,02340,00096
00246,03569,03260
02607,00116,04750
03722,00826,03663
01820,00755,02241
00675,04261,04977
02974,03092,01981
03392,01785,01579
04776,02547,01712
03654,01046,00928
02937,04027,00593
04986,02872,04767
02046,04793,00352
00711,01466,02481
04170,00892,00929
04388,02901,01400
02673,00738,03203
01400,00812,02074
01667,00192,00630
01890,04018,03641
03288,01647,03880
00422,03542,03801
00782,04943,01359
03872,01225,00275
00593,04995,01976
00807,01934,01472
03509,00419,01622
01051,04680,01584
03178,03558,03205
00826,00708,01855
02762,03032,00540
02823,02299,04200
04075,01753,04824
01402,00062,02582
01048,01649,00074
01726,04979,04960
02703,02411,04002
04170,03976,01220
04378,02024,01720
01971,04406,03556
00483,04562,02646
02954,02734,03451
01002,02127,04967
00757,01650,02145
00625,03017,02805
04065,04229,01562
03177,00968,00849
04032,00673,02188
02186,01848,00233
04032,02842,02240
03033,01012,02918
04709,01810,03242
01010,04089,03564
00781,03424,03375
00049,01745,03690
00591,00209,04649
02191,03275,04662
02476,02104,03613
01775,02264,00979
04306,04531,01696
01841,02176,00405
02141,04744,02119
03224,03110,01865
00427,03905,02290
03682,01131,04523
02753,02093,00975
02685,02809,03322
04884,02586,00206
04050,01838,01999
02373,00680,02443
04961,03610,03093
04497,01388,03241
04336,04813,01678
04891,01972,01175
01463,04265,02021
01308,01484,00057
01653,02468,04601
00906,03972,00250
02685,04767,02145
01425,01757,03497
03628,01146,01645
04974,03619,02649
02717,04688,02225
01756,02115,01595
04045,01709,00514
00284,04319,02628
01319,04945,03183
03676,01828,04044
00228,01908,00126
00975,02374,04055
02476,02535,03242
00975,00300,02365
02294,03146,03109
02022,01532,01064
03620,00575,01212
02884,00713,03232
02539,02284,04609
01683,00309,00807
01888,00337,03133
00779,00564,02967
00637,00644,01600
03243,02562,02552
03017,00515,02519
01958,00515,01671
00821,03407,01667
02368,02911,03127
00014,03500,00260
01012,01866,01774
01633,02407,02314
02692,03979,04727
03842,04175,01854
01472,04646,02764
01633,00902,02393
02535,04911,03419
02685,04767,04377
03330,01110,01920
01014,04456,00515
02136,04619,02953
03288,01647,01513
03830,00326,04163
01781,03549,01430
02876,03306,01388
03718,02571,04642
01107,00004,00367
03584,01551,02983
04815,04156,01108
00539,00846,01454
01412,01007,04446
01136,00325,00897
02967,00523,02658
00413,04713,03449
03040,03059,03763
03647,00834,00591
02399,04259,00385
04405,03432,04524
00303,02772,03466
03617,01590,01888
00406,00995,02366
02381,01568,00732
02782,04697,03504
04349,03310,04906
00405,00771,01407
04914,04944,04463
04910,02780,02849
04230,02183,01694
01718,04399,04187
02163,04000,04433
00706,00521,01011
03226,02720,02385
03175,01871,01262
03025,00716,01233
03140,03283,00907
04931,01349,02248
03363,01982,01870
02183,01614,01104
04109,01084,04522
02711,04508,03585
03322,03744,00367
00832,02335,01708
03323,01531,01667
01091,00681,01847
02163,04619,01982
02335,02661,03298
04174,04471,00530
01129,01616,02668
02244,01530,02930
01238,04474,04523
02883,04455,00528
04773,04304,00849
03818,00673,02729
04979,03831,02631
02417,02894,01417
02087,01039,04609
04129,00209,04574
04230,02183,03949
04057,03349,03458
00869,02010,04203
03654,03425,03863
04516,01924,00025
01096,01700,00503
00146,00325,03458
00874,02779,02589
04303,03822,02582
04156,04249,04963
02147,01272,03546
03542,03045,00254
02574,00347,04630
03195,01210,00232
01663,01131,01980
02534,02903,04642
00904,00433,03425
00248,04509,02998
01596,00610,00209
03303,00386,03685
03607,00976,04217
04827,02911,01011
03032,04751,03043
01198,03979,01161
02262,01466,00487
04630,02782,04866
02601,01789,02135
01787,03973,02750
03676,02424,02762
03352,00166,01741
00950,00695,02607
01028,00968,02873
01335,03368,02268
04879,02834,02624
00887,00157,00344
03796,01240,03818
03522,03139,04579
01242,03759,00816
04355,01942,00712
00361,02474,02485
00621,02264,03378
01394,04572,00193
03794,04199,02329
03462,01164,04704
00474,00331,02377
00049,01830,02657
01463,01560,00892
04248,01376,04517
02564,02126,01688
02060,01230,03241
04584,02878,01364
00814,03033,00701
02998,00837,00599
02527,03339,04399
03589,04580,02965
03641,01209,04815
03498,02429,02766
02218,00903,01181
02165,02272,01430
02495,01906,00583
04051,02128,01590
04643,02979,01746
00840,00549,04002
00409,00136,02296
01158,02439,04571
00901,04845,03624
04671,03597,01390
04046,00709,00285
01873,01434,01276
02304,02003,04838
02814,01628,04976
04877,04485,02567
01483,02904,04254
03861,00609,01937
01294,02239,01464
01637,00399,02825
01305,00557,04118
01920,01266,01226
04500,02623,02957
01969,02200,03820
02850,02940,00507
03949,04203,03172
00054,03837,00829
00457,01993,03813
02407,01839,03446
00840,00367,04026
03680,04390,04377
00303,02910,03466
00360,04017,00596
04649,04944,04118
03809,01242,03914
02775,00096,04960
00633,04317,02415
03541,03176,04175
00930,03655,02255
03750,01829,02992
01530,00011,02843
04817,02611,00456
04772,01822,04088
00336,03750,03152
00900,00343,04390
02161,01761,04237
02972,02131,03633
00874,03695,00399
04855,01835,03367
04759,03455,02294
03826,03496,03140
02161,01421,00599
03062,02860,03687
01051,02440,03795
00666,01399,02175
00627,03408,00288
03868,01787,04199
00950,03241,04065
02997,02631,02843
00830,01143,02958
04410,03641,01341
02084,04977,03127
01516,00743,01032
04343,04454,04437
01136,00598,00897
03467,04951,03824
00260,03973,04512
02489,02823,02198
03613,03965,01586
01002,01152,02817
03790,03528,01361
04995,02264,04305
00468,03730,02196
01219,01092,04214
02704,01206,04035
00497,02646,01050
00507,02753,04155
00281,03663,03556
01655,04590,04500
04379,02717,04488
00468,02179,04073
01039,03571,02964
00587,01935,04610
04355,02812,03106
01286,04350,03391
02760,03997,01826
02930,04463,03266
04043,01242,00838
01741,04155,02846
00056,03244,03779
04656,02832,01136
00024,02549,02359
04064,00270,04313
04150,02739,01032
00067,02178,00663
02714,02567,00128
03467,02443,03460
03818,03851,02856
00139,00283,01642
03652,00769,04582
02580,02007,01817
01012,01866,03576
01371,02611,00100
01073,01612,04937
02272,00032,00614
01522,00116,04819
03890,01411,01474
02679,02483,00233
00240,02495,03746
02380,02212,04553
03059,03345,04830
04129,03251,04038
03880,04745,02092
03831,01354,01625
01412,01284,04446
03600,03360,00570
02384,03255,03629
02572,01591,01932
03659,04227,03288
01006,01264,00560
04807,02555,00468
04817,03682,03329
03034,03110,01348
00602,02199,03071
02806,00930,04453
03348,02068,00334
02548,04094,02754
04902,03628,02009
03688,02211,02974
02880,02205,04189
03763,01105,02060
03342,01175,01695
02381,04227,00755
04125,00251,03074
03617,01590,04278
03178,03558,03312
02407,00394,01912
00707,04307,00289
04516,01530,03156
02783,00763,00296
01452,00617,01253
00343,02193,04152
01071,02876,03165
03675,01800,00482
04526,02842,00408
03748,00353,00198
00914,00174,03824
02941,03623,00343
02285,00809,00557
02790,03157,02631
04803,01476,02785
01184,03096,04085
03434,01717,00712
03074,01284,03206
02836,02672,01138
03232,00298,04522
02955,01353,04537
01412,01007,04611
00466,03356,00147
03638,02986,01990
01165,04830,02175
01180,04780,02453
04589,02607,01464
02447,01860,04337
03224,00218,03791
03650,04688,02388
01458,00829,04639
04362,00231,01591
04646,03243,00143
01530,00810,02895
02644,00976,01512
04619,04306,01706
02766,02126,01678
03808,00232,00530
04450,00735,02588
02303,04190,02192
02155,04371,00121
00861,02556,01808
01687,03032,03447
03745,02884,00734
02265,01024,03579
02732,04404,03997
02537,04911,00829
02066,00336,02202
01530,01478,01615
04827,00175,02191
03592,00136,02315
02851,03830,04210
01050,03558,02049
04158,00596,01821
03421,04474,02338
00976,04279,03875
00101,00228,04909
00024,04978,03263
01621,02915,04551
04720,00710,00473
04216,04794,01787
04574,03588,00832
03654,04907,00399
00663,03116,04564
00752,04929,00419
01685,02642,03981
00260,01574,02766
04986,02872,02764
02387,03559,03440
04631,00302,02579
02358,04371,03078
00246,04294,00680
02715,04474,01891
00236,02712,01338
03771,02314,01581
00794,03205,00678
03608,02305,03799
04986,00505,04767
01314,00664,01895
01358,01433,03546
03684,00151,04937
02154,00236,04927
03677,02846,03835
00492,00717,04205
02754,00882,02458
04165,01104,03425
00080,03890,04128
01123,01445,03434
02897,03951,04088
02876,04290,04399
00491,00743,00858
00996,04987,04098
04336,03817,00843
04157,00340,04465
00450,00594,02844
00256,01444,04065
00020,01851,00973
01993,04781,02086
00857,01099,02233
04406,01202,00184
02303,00686,02362
04404,00686,03850
00303,02562,02901
03099,02035,03848
03657,01947,02139
00769,02527,03023
04039,03996,01406
02800,02802,00947
02212,00442,04495
03154,00844,00832
01454,03876,00135
04179,02732,03954
03806,01145,03176
03979,02124,04742
01084,03201,03739
00228,02253,01790
02967,01709,03556
04196,03029,02638
03335,02734,00591
02338,00959,03292
02297,03309,02287
00596,03573,04055
01522,04178,04819
00575,00483,04283
00350,00269,01673
04801,04608,02877
01252,03930,01830
00273,02325,01472
02994,03688,01612
02161,01421,04237
04505,03748,03616
02533,04073,03199
04921,04588,04990
02672,00947,03493
02711,04951,04684
04216,03482,01787
00819,00583,04211
01349,04537,02051
02490,03359,00234
00587,00540,04697
03329,03244,01062
01443,02399,00240
03379,02468,04465
01230,03980,03535
01527,00057,00136
01481,02127,03810
04165,04988,01956
04245,02157,02785
01463,02616,01329
04863,01097,04553
02461,01989,03962
00663,02793,04564
04522,02758,03755
03775,00472,04632
02408,04455,01895
00601,02292,02481
02517,00274,04286
04783,04520,04471
00405,02175,02201
01103,01142,00636
03670,04983,04091
03019,00375,03158
01015,00367,01745
03860,00781,02508
01897,01306,00043
01146,01383,03023
04831,03399,01993
02558,00251,02620
03867,02685,01776
02059,01064,01168
03353,02779,00818
01096,03591,01105
02528,01945,00233
01230,04861,02822
04557,03059,03750
04091,02365,04226
03164,01080,03715
02029,02946,02159
01508,00884,00746
00057,04349,03722
03455,04409,00644
03772,04423,00023
02191,02870,00248
01417,01827,00257
03678,03100,03285
04981,02902,00967
04516,00941,01952
04665,03058,04764
01312,03103,00419
02032,02026,00133
03348,02291,03262
01087,03605,01606
00333,00591,00078
02518,01099,04389
01823,04456,04497
01511,04403,01686
00956,00861,03099
04581,00938,01326
03493,03039,00912
02071,04926,03846
03740,02505,02155
02243,03299,03694
00794,03970,00671
03850,00904,01039
00701,00547,02596
03618,03756,02689
00343,03303,04152
01876,03958,02910
02292,02161,04358
04570,00411,03892
02116,00332,00568
01116,03497,04974
01641,03954,02321
02672,04362,04501
04581,02621,01326
01259,00455,02567
03515,00149,03204
02148,00049,01329
02739,00309,03627
03614,01941,01331
04689,00977,03050
00493,00949,02198
03489,04364,03153
02123,00945,00061
04354,04023,01172
00657,02639,02699
00514,03025,02996
01813,02788,03925
03289,03117,00633
02754,04695,04959
03976,00913,02549
04162,01464,03941
00587,00708,02911
03295,01838,02193
03767,00814,03941
01721,04099,04845
03880,03275,02092
01252,01624,04171
02441,02564,00371
00521,03043,02878
04181,01009,04747
01615,02614,00615
01983,00136,04357
00926,03698,00949
03395,03818,03169
00897,03988,03650
00174,03704,01972
00386,00863,04825
04413,02518,04627
00333,02832,04422
04306,02734,03283
02748,00391,00074
00630,00325,02957
03944,03344,00919
00657,02639,00413
00645,02792,00179
00141,00292,02695
02642,00615,03646
02428,02585,03092
02899,02576,00661
04640,04085,04980
00776,01706,01591
00635,01982,02787
02666,02304,01453
01180,01490,03718
00593,00069,01141
00752,04783,01830
02255,01796,03467
03597,03930,04826
04912,04681,04698
00613,00686,02422
02221,02517,01284
01320,04827,03399
01882,00861,00434
02348,02616,00610
02176,02062,03469
00259,03647,01851
00644,03939,04210
04307,01149,04146
01029,01475,03172
03138,04202,01480
01512,02401,03218
01637,03354,02267
02517,02771,02882
02982,00434,04870
03108,04643,04642
00422,04978,03559
02847,02472,04044
01589,01990,01896
04417,00957,02585
04285,02663,04762
02461,03083,00860
02183,03339,03507
00720,02440,01645
02633,02326,02154
01176,00518,04356
04692,00612,02268
04990,04028,02785
04095,03542,03391
00581,04723,00267
01813,02490,00532
04525,00293,04847
02202,00278,02977
01225,01157,02620
01319,00867,04634
04570,02792,00378
02087,01039,02616
00422,03542,01215
01155,04802,02371
00080,03890,02521
04011,01327,04864
01114,00942,00152
00507,02946,04155
01297,02564,04707
02548,03169,02754
00853,00068,03318
02439,03224,03223
04737,03142,00427
04358,02134,02447
04637,00663,03125
02785,02753,03732
03482,02075,02762
01157,04807,03124
01728,04623,03017
02292,02161,02186
00046,01699,04090
00827,00619,00302
00637,00112,04311
01810,00921,01277
00930,02850,04064
02574,03245,00373
00406,04385,02366
01868,04631,00154
03239,02330,02875
04371,03458,03563
01781,03820,04787
04654,01292,01790
02770,04346,03176
02221,02517,01120
01475,04550,00147
03049,04643,02565
03920,00967,00061
01653,02468,03860
02359,00608,03544
02177,00386,03544
01184,04961,04085
01297,04665,00260
04473,02323,04799
01709,01703,00648
03584,02968,04064
01756,03220,01595
02024,03043,01565
03310,02141,01756
02028,02787,01250
03777,02883,02341
03520,00805,02356
00839,00621,01345
03163,02673,00859
00933,00733,04978
02265,01294,04103
01690,03499,02740
03559,04499,01158
01070,02712,00332
01799,00473,00489
04363,00909,04463
02511,01925,04520
04117,03396,00840
01636,03260,01388
00917,00804,04611
00521,02247,02071
04574,03588,01723
04850,02152,02654
03589,00076,01206
04590,04210,01105
03256,03275,03230
01688,03243,02348
04611,04424,01777
00091,01349,01628
02234,00045,01426
01166,02018,04936
01726,01286,01777
00917,00804,01166
01612,01703,00740
03312,04092,03442
02024,02198,03591
01278,01118,01717
03354,04640,00833
